gsr_mean,gsr_std,gsr_max,gsr_min,gsr_range,gsr_slope,gsr_n_peaks,hr_mean,hr_std,hr_max,hr_min,hr_range,hr_rmssd,gsr_hr_ratio,label
14.378025730317793,0.6215121560866745,16.302939470222068,12.915307119600083,3.3876323506219848,-0.0014244976275371952,29,79.89001701189659,2.7672863675553807,88.91015885724119,73.20536289481261,15.704795962428577,3.7245106330021467,0.17997274363083424,1
8.598431077764621,0.9445909244208056,12.070419912652786,6.788054922553575,5.282364990099212,0.007052449731880453,30,79.95905206302454,2.9088574663737954,88.55158371640654,72.70022234467586,15.851361371730675,4.1809935418934385,0.10753542905250829,1
14.222829579813808,0.7205568546581962,16.796253277154953,12.985518853606932,3.8107344235480216,0.01681192783883937,32,79.95759799917315,3.07748839285677,87.1641194149779,69.21159336032375,17.952526054654157,4.203656903680115,0.17787964818654559,1
3.840586044995307,0.35643125033174233,5.201490864321807,3.150617508642622,2.050873355679185,-0.006226597703777766,36,61.79888076839792,2.3524429741082904,67.87537458810658,56.16775465079267,11.707619937313908,2.5795498453667998,0.06214652976066092,0
25.449886061918995,1.3461633804207207,30.0,22.822120853110487,7.177879146889513,0.017720215944857468,36,104.11493717258698,3.9136116597115547,112.51166032432558,95.95662115851063,16.555039165814947,5.564632368673721,0.24444029366594625,2
7.4281046552114365,0.59338485957677,9.086061261169805,6.244587751232823,2.841473509936982,0.006324895651006631,30,79.7448533712873,2.740719734687387,88.75389050727655,73.77012638470143,14.983764122575124,3.6425138747996595,0.09314838824116002,1
10.493194638385857,0.5503269258701087,12.575658189042686,9.50843762302786,3.067220566014827,-0.0038801768827125462,33,79.80197381116648,2.5600184094123835,85.2710994274834,73.1826644844817,12.088434943001701,3.7088100277439224,0.13149041315350474,1
16.37024346770112,1.4907437004408013,20.760730096685595,13.382201846498127,7.378528250187468,-0.020452908111685392,34,105.38156104933749,4.925952993401537,120.77055838562204,95.66702873398778,25.10352965163426,6.718610197274507,0.15534257748083963,2
4.305398033868532,0.41428263182781727,5.765409912006979,3.4389830318949675,2.326426880112012,0.010425498646171366,28,62.178176230382036,2.6427193433368372,67.91341980912837,55.618021126369136,12.295398682759235,2.554706744710692,0.06924291167166592,0
27.36975260040318,1.1344566376642438,30.0,23.89199897468101,6.108001025318991,0.0067446440173287575,32,104.84939151431782,4.854306636102299,118.35501296465341,89.87132871002086,28.48368425463255,6.947742829318578,0.26103873321598575,2
20.50941564916838,2.2565904268199444,27.79250389069639,17.01365256680137,10.778851323895022,0.028481414141320438,26,104.95306869389229,4.4410528967646785,116.26738645703269,93.8363155722581,22.431070884774584,5.9103444311086255,0.19541510990566022,2
2.930560201710867,0.4369959133362936,4.460976547058739,2.2579374769592486,2.2030390700994906,-0.008643567157315839,31,61.85834378932084,2.741380737642921,67.55256048840876,54.90271244651387,12.649848041894892,2.3463255689496276,0.047375341381859865,0
5.00901472795649,0.3025877957847011,6.07379755053603,4.467665425651243,1.6061321248847866,-0.006837295872199858,32,62.31150250532433,2.2186987845178234,68.13565730189072,57.598974975502706,10.53668232638801,2.616476398146349,0.0803866773577127,0
13.701441121367093,0.4950773827881129,14.882769785584536,12.616464968170215,2.266304817414321,-0.005270746842108507,33,80.49793533975968,2.643347173148523,87.96048103965495,73.87878078750369,14.081700252151265,3.5192928981537546,0.17020860092036488,1
29.96519145466037,0.19088554155304666,30.0,28.27571298262212,1.724287017377879,0.00047057141263003006,1,104.8418559247812,4.318481941891,117.72556153463466,94.00536243407329,23.720199100561373,6.341438815170803,0.2858132460984443,2
6.281454313869008,0.19205905590333683,6.72410978918448,5.735695684696186,0.9884141044882941,0.0010946320679905573,29,62.270390983130994,2.37582517659454,67.8206447665718,56.819928294698755,11.000716471873048,2.696014267146142,0.10087385214422048,0
6.692818565153471,0.4586060027109897,7.620756804067543,5.673323823756088,1.9474329803114552,-0.0036183575431858192,31,79.92645972670476,2.946214197789607,85.95041223439341,70.63075812290556,15.31965411148785,4.1619203418736985,0.08373720673105307,1
4.697868187496641,0.3503266952522915,5.781959887425276,3.958138178560947,1.8238217088643291,-0.004559020274846392,36,62.14426587993774,2.577263221290294,66.95098471552836,56.37309488181075,10.577889833717613,2.2205838677185854,0.07559616394820277,0
29.95000865393635,0.21133144088571235,30.0,28.535369600634983,1.4646303993650172,-0.0011438099111336722,0,104.16738734136845,4.63126236024766,116.05775331281724,92.95262991830505,23.10512339451219,6.36864715842967,0.2875180911302753,2
26.60256366334055,1.2939696722541691,30.0,23.2329191122315,6.7670808877685005,0.0003251376757914524,34,105.48625042933601,4.205230880835269,115.29206427652801,95.24279386482937,20.049270411698643,5.61880752662382,0.2521898664790576,2
2.6611225426040805,0.2856773783383281,3.464447186428981,2.006833791466122,1.4576133949628591,-0.0034134552052883667,33,62.13412536353906,2.5016754487384096,67.73700934683009,57.08195928664118,10.655050060188913,2.703762031993962,0.04282867883317749,0
3.9904235369005208,0.482160986683808,5.589670676536595,3.200521725638254,2.3891489508983406,0.0064061939654372225,33,61.44526335692942,2.6409493106868855,67.99564317570146,56.14037692495396,11.855266250747498,1.9700443006282702,0.06494273527282018,0
6.235939969483179,0.2434131466058191,6.95049426862394,5.51166142542631,1.4388328431976296,-0.006011602409049688,31,62.224822998896045,2.7378610954492846,67.88047376689185,55.17128419478825,12.709189572103604,2.3916388507909807,0.1002162733251574,0
