timestamp,gsr,heart_rate,stress_label,stress_name
2025-03-01 00:00:00,2.222627722294696,62.12240571059114,0,calme
2025-03-01 00:00:01,2.3743588935478446,63.30476680485558,0,calme
2025-03-01 00:00:02,2.89540189572909,60.23388498395846,0,calme
2025-03-01 00:00:03,3.2300661517180047,62.36578408233068,0,calme
2025-03-01 00:00:04,3.2488015253658915,63.40577460955995,0,calme
2025-03-01 00:00:05,2.886279532107197,63.7123843789002,0,calme
2025-03-01 00:00:06,2.8590941771768,61.925342829728045,0,calme
2025-03-01 00:00:07,2.7731366752051905,57.86592941137588,0,calme
2025-03-01 00:00:08,2.7732787162594144,62.98147581534976,0,calme
2025-03-01 00:00:09,2.877471620056219,63.23332211450416,0,calme
2025-03-01 00:00:10,2.6581393614184714,64.04140453241455,0,calme
2025-03-01 00:00:11,2.5501396560326888,56.334441245427385,0,calme
2025-03-01 00:00:12,2.5544653991459,62.424153378327404,0,calme
2025-03-01 00:00:13,2.450414909612949,64.30985736326369,0,calme
2025-03-01 00:00:14,2.4308833294619627,62.63615904701602,0,calme
2025-03-01 00:00:15,2.5462532072587787,61.27273518922744,0,calme
2025-03-01 00:00:16,2.0730830055381797,60.435900302684146,0,calme
2025-03-01 00:00:17,2.195611206301156,63.948995970913685,0,calme
2025-03-01 00:00:18,2.5490867457456527,64.23187162624944,0,calme
2025-03-01 00:00:19,2.3662789929556176,60.250651298840594,0,calme
2025-03-01 00:00:20,2.5554973602160613,58.77188797616922,0,calme
2025-03-01 00:00:21,2.6188940483540364,66.56959874819424,0,calme
2025-03-01 00:00:22,2.8177062884272126,66.47437832471091,0,calme
2025-03-01 00:00:23,2.4634103591823986,61.80259938217215,0,calme
2025-03-01 00:00:24,3.121265568373262,63.808837972433196,0,calme
2025-03-01 00:00:25,3.476791461787136,63.39849984957018,0,calme
2025-03-01 00:00:26,3.054768449412489,60.68474081505298,0,calme
2025-03-01 00:00:27,3.2558999975250433,58.32042476063555,0,calme
2025-03-01 00:00:28,2.7515153850989726,63.322237030620634,0,calme
2025-03-01 00:00:29,2.7436349275407963,64.56313779618687,0,calme
2025-03-01 00:00:30,2.5573761808516964,61.364956898795704,0,calme
2025-03-01 00:00:31,2.3700902294195334,57.903947546468906,0,calme
2025-03-01 00:00:32,2.401762347743718,60.445104961549816,0,calme
